district_key,state,district_name,unit_key,unit_label,first_year,last_year,is_coverage_gap
Odisha:Nayagarh,Odisha,Nayagarh,Odisha:Nayagarh,Nayagarh,2013,2024,False
Odisha:Nuapada,Odisha,Nuapada,Odisha:Nuapada,Nuapada,2013,2024,False
Odisha:Puri,Odisha,Puri,Odisha:Puri,Puri,2013,2024,False
Odisha:Rayagada,Odisha,Rayagada,Odisha:Rayagada,Rayagada,2013,2024,False
Odisha:Sambalpur,Odisha,Sambalpur,Odisha:Sambalpur,Sambalpur,2013,2024,False
Odisha:Sonepur,Odisha,Sonepur,Odisha:Sonepur,Sonepur,2013,2024,False
Odisha:Sundargarh,Odisha,Sundargarh,Odisha:Sundargarh,Sundargarh,2013,2024,False
Puducherry:Karaikal,Puducherry,Karaikal,Puducherry:Karaikal,Karaikal,2013,2024,False
Puducherry:Mahe,Puducherry,Mahe,Puducherry:Mahe,Mahe,2015,2021,True
Puducherry:Puducherry,Puducherry,Puducherry,Puducherry:Puducherry,Puducherry,2013,2024,False
Puducherry:Yanam,Puducherry,Yanam,Puducherry:Yanam,Yanam,2013,2024,False
Punjab:Amritsar,Punjab,Amritsar,Punjab:Amritsar,Amritsar,2013,2024,False
Punjab:Barnala,Punjab,Barnala,Punjab:Barnala,Barnala,2013,2024,False
Punjab:Bathinda,Punjab,Bathinda,Punjab:Bathinda,Bathinda,2013,2024,False
Punjab:Faridkot,Punjab,Faridkot,Punjab:Faridkot,Faridkot,2013,2024,False
Punjab:Fatehgarh Sahib,Punjab,Fatehgarh Sahib,Punjab:Fatehgarh Sahib,Fatehgarh Sahib,2013,2024,False
Punjab:Fazilka,Punjab,Fazilka,Punjab:Fazilka,Fazilka,2013,2024,False
Punjab:Ferozepur,Punjab,Ferozepur,Punjab:Ferozepur,Ferozepur,2013,2024,False
Punjab:Gurdaspur,Punjab,Gurdaspur,Punjab:Gurdaspur,Gurdaspur,2013,2024,False
Punjab:Hoshiarpur,Punjab,Hoshiarpur,Punjab:Hoshiarpur,Hoshiarpur,2013,2024,False
Punjab:Jalandhar,Punjab,Jalandhar,Punjab:Jalandhar,Jalandhar,2013,2024,False
Punjab:Kapurthala,Punjab,Kapurthala,Punjab:Kapurthala,Kapurthala,2013,2024,False
Punjab:Ludhiana,Punjab,Ludhiana,Punjab:Ludhiana,Ludhiana,2013,2024,False
Punjab:Malerkotla,Punjab,Malerkotla,Punjab:Malerkotla,Sangrur,2021,2024,False
Punjab:Mansa,Punjab,Mansa,Punjab:Mansa,Mansa,2013,2024,False
Punjab:Moga,Punjab,Moga,Punjab:Moga,Moga,2013,2024,False
Punjab:Pathankot,Punjab,Pathankot,Punjab:Pathankot,Pathankot,2013,2024,False
Punjab:Patiala,Punjab,Patiala,Punjab:Patiala,Patiala,2013,2024,False
Punjab:Rupnagar,Punjab,Rupnagar,Punjab:Rupnagar,Rupnagar,2013,2024,False
Punjab:Sangrur,Punjab,Sangrur,Punjab:Malerkotla,Sangrur,2013,2024,False
Punjab:S.A.S Nagar,Punjab,S.A.S Nagar,Punjab:S.A.S Nagar,S.A.S Nagar,2013,2024,False
Punjab:Shahid Bhagat Singh Nagar,Punjab,Shahid Bhagat Singh Nagar,Punjab:Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,2013,2024,False
Punjab:Sri Muktsar Sahib,Punjab,Sri Muktsar Sahib,Punjab:Sri Muktsar Sahib,Sri Muktsar Sahib,2013,2024,False
Punjab:Tarn Taran,Punjab,Tarn Taran,Punjab:Tarn Taran,Tarn Taran,2013,2024,False
Rajasthan:Ajmer,Rajasthan,Ajmer,Rajasthan:Ajmer,Ajmer,2013,2024,False
Rajasthan:Alwar,Rajasthan,Alwar,Rajasthan:Alwar,Alwar + Jaipur,2013,2024,False
Rajasthan:Balotra,Rajasthan,Balotra,Rajasthan:Balotra,Barmer,2024,2024,False
Rajasthan:Banswara,Rajasthan,Banswara,Rajasthan:Banswara,Banswara,2013,2024,False
Rajasthan:Baran,Rajasthan,Baran,Rajasthan:Baran,Baran,2013,2024,False
Rajasthan:Barmer,Rajasthan,Barmer,Rajasthan:Balotra,Barmer,2013,2024,False
Rajasthan:Beawar,Rajasthan,Beawar,Rajasthan:Ajmer,Ajmer,2024,2024,False
Rajasthan:Bharatpur,Rajasthan,Bharatpur,Rajasthan:Bharatpur,Bharatpur,2013,2024,False
Rajasthan:Bhilwara,Rajasthan,Bhilwara,Rajasthan:Bhilwara,Bhilwara,2013,2024,False
Rajasthan:Bikaner,Rajasthan,Bikaner,Rajasthan:Bikaner,Bikaner,2013,2024,False
Rajasthan:Bundi,Rajasthan,Bundi,Rajasthan:Bundi,Bundi,2013,2024,False
Rajasthan:Chittorgarh,Rajasthan,Chittorgarh,Rajasthan:Chittorgarh,Chittorgarh,2013,2024,False
Rajasthan:Churu,Rajasthan,Churu,Rajasthan:Churu,Churu,2013,2024,False
Rajasthan:Dausa,Rajasthan,Dausa,Rajasthan:Dausa,Dausa,2013,2024,False
Rajasthan:Deeg,Rajasthan,Deeg,Rajasthan:Bharatpur,Bharatpur,2024,2024,False
Rajasthan:Dholpur,Rajasthan,Dholpur,Rajasthan:Dholpur,Dholpur,2013,2024,False
Rajasthan:Didwana-Kuchaman,Rajasthan,Didwana-Kuchaman,Rajasthan:Didwana-Kuchaman,Nagaur,2024,2024,False
Rajasthan:Dungarpur,Rajasthan,Dungarpur,Rajasthan:Dungarpur,Dungarpur,2013,2024,False
Rajasthan:Ganganagar,Rajasthan,Ganganagar,Rajasthan:Ganganagar,Ganganagar,2013,2024,False
Rajasthan:Hanumangarh,Rajasthan,Hanumangarh,Rajasthan:Hanumangarh,Hanumangarh,2013,2024,False
Rajasthan:Jaipur,Rajasthan,Jaipur,Rajasthan:Alwar,Alwar + Jaipur,2013,2024,False
Rajasthan:Jaisalmer,Rajasthan,Jaisalmer,Rajasthan:Jaisalmer,Jaisalmer,2013,2024,False
Rajasthan:Jalore,Rajasthan,Jalore,Rajasthan:Jalore,Jalore,2013,2024,False
Rajasthan:Jhalawar,Rajasthan,Jhalawar,Rajasthan:Jhalawar,Jhalawar,2013,2024,False
Rajasthan:Jhunjhunu,Rajasthan,Jhunjhunu,Rajasthan:Jhunjhunu,Jhunjhunu,2013,2024,False
Rajasthan:Jodhpur,Rajasthan,Jodhpur,Rajasthan:Jodhpur,Jodhpur,2013,2024,False
Rajasthan:Karauli,Rajasthan,Karauli,Rajasthan:Karauli,Karauli,2013,2024,False
Rajasthan:Khairthal-Tijara,Rajasthan,Khairthal-Tijara,Rajasthan:Alwar,Alwar + Jaipur,2024,2024,False
Rajasthan:Kota,Rajasthan,Kota,Rajasthan:Kota,Kota,2013,2024,False
Rajasthan:Kotputli-Behror,Rajasthan,Kotputli-Behror,Rajasthan:Alwar,Alwar + Jaipur,2024,2024,False
Rajasthan:Nagaur,Rajasthan,Nagaur,Rajasthan:Didwana-Kuchaman,Nagaur,2013,2024,False
Rajasthan:Pali,Rajasthan,Pali,Rajasthan:Pali,Pali,2013,2024,False
Rajasthan:Phalodi,Rajasthan,Phalodi,Rajasthan:Jodhpur,Jodhpur,2024,2024,False
Rajasthan:Pratapgarh,Rajasthan,Pratapgarh,Rajasthan:Pratapgarh,Pratapgarh,2013,2024,False
Rajasthan:Rajsamand,Rajasthan,Rajsamand,Rajasthan:Rajsamand,Rajsamand,2013,2024,False
Rajasthan:Salumbar,Rajasthan,Salumbar,Rajasthan:Salumbar,Udaipur,2024,2024,False
Rajasthan:Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan:Sawai Madhopur,Sawai Madhopur,2013,2024,False
Rajasthan:Sikar,Rajasthan,Sikar,Rajasthan:Sikar,Sikar,2013,2024,False
Rajasthan:Sirohi,Rajasthan,Sirohi,Rajasthan:Sirohi,Sirohi,2013,2024,False
Rajasthan:Tonk,Rajasthan,Tonk,Rajasthan:Tonk,Tonk,2013,2024,False
Rajasthan:Udaipur,Rajasthan,Udaipur,Rajasthan:Salumbar,Udaipur,2013,2024,False
Sikkim:Gangtok,Sikkim,Gangtok,Sikkim:Gangtok,Gangtok,2013,2024,False
Sikkim:Gyalshing,Sikkim,Gyalshing,Sikkim:Gyalshing,Gyalshing,2013,2024,False
Sikkim:Mangan,Sikkim,Mangan,Sikkim:Mangan,Mangan,2013,2024,False
Sikkim:Namchi,Sikkim,Namchi,Sikkim:Namchi,Namchi,2013,2024,False
Sikkim:Pakyong,Sikkim,Pakyong,Sikkim:Gangtok,Gangtok,2021,2024,False
Sikkim:Soreng,Sikkim,Soreng,Sikkim:Gyalshing,Gyalshing,2022,2024,False
Tamil Nadu:Ariyalur,Tamil Nadu,Ariyalur,Tamil Nadu:Ariyalur,Ariyalur,2013,2024,False
Tamil Nadu:Chengalpattu,Tamil Nadu,Chengalpattu,Tamil Nadu:Chengalpattu,Kancheepuram,2019,2024,False
Tamil Nadu:Chennai,Tamil Nadu,Chennai,Tamil Nadu:Chennai,Chennai,2018,2024,False
Tamil Nadu:Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu:Coimbatore,Coimbatore,2013,2024,False
Tamil Nadu:Cuddalore,Tamil Nadu,Cuddalore,Tamil Nadu:Cuddalore,Cuddalore,2013,2024,False
Tamil Nadu:Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu:Dharmapuri,Dharmapuri,2013,2024,False
Tamil Nadu:Dindigul,Tamil Nadu,Dindigul,Tamil Nadu:Dindigul,Dindigul,2013,2024,False
Tamil Nadu:Erode,Tamil Nadu,Erode,Tamil Nadu:Erode,Erode,2013,2024,False
Tamil Nadu:Kallakurichi,Tamil Nadu,Kallakurichi,Tamil Nadu:Kallakurichi,Viluppuram,2019,2024,False
Tamil Nadu:Kancheepuram,Tamil Nadu,Kancheepuram,Tamil Nadu:Chengalpattu,Kancheepuram,2013,2024,False
Tamil Nadu:Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu:Kanniyakumari,Kanniyakumari,2013,2024,False
Tamil Nadu:Karur,Tamil Nadu,Karur,Tamil Nadu:Karur,Karur,2013,2024,False
Tamil Nadu:Krishnagiri,Tamil Nadu,Krishnagiri,Tamil Nadu:Krishnagiri,Krishnagiri,2013,2024,False
Tamil Nadu:Madurai,Tamil Nadu,Madurai,Tamil Nadu:Madurai,Madurai,2013,2024,False
Tamil Nadu:Mayiladuthurai,Tamil Nadu,Mayiladuthurai,Tamil Nadu:Mayiladuthurai,Nagapattinam,2020,2024,False
Tamil Nadu:Nagapattinam,Tamil Nadu,Nagapattinam,Tamil Nadu:Mayiladuthurai,Nagapattinam,2013,2024,False
Tamil Nadu:Namakkal,Tamil Nadu,Namakkal,Tamil Nadu:Namakkal,Namakkal,2013,2024,False
Tamil Nadu:Perambalur,Tamil Nadu,Perambalur,Tamil Nadu:Perambalur,Perambalur,2013,2024,False
Tamil Nadu:Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu:Pudukkottai,Pudukkottai,2013,2024,False
Tamil Nadu:Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu:Ramanathapuram,Ramanathapuram,2013,2024,False
Tamil Nadu:Ranipet,Tamil Nadu,Ranipet,Tamil Nadu:Ranipet,Vellore,2020,2024,False
Tamil Nadu:Salem,Tamil Nadu,Salem,Tamil Nadu:Salem,Salem,2013,2024,False
Tamil Nadu:Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu:Sivaganga,Sivaganga,2013,2024,False
Tamil Nadu:Tenkasi,Tamil Nadu,Tenkasi,Tamil Nadu:Tenkasi,Tirunelveli,2019,2024,False
Tamil Nadu:Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu:Thanjavur,Thanjavur,2013,2024,False
Tamil Nadu:Theni,Tamil Nadu,Theni,Tamil Nadu:Theni,Theni,2013,2024,False
Tamil Nadu:The Nilgiris,Tamil Nadu,The Nilgiris,Tamil Nadu:The Nilgiris,The Nilgiris,2013,2024,False
Tamil Nadu:Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu:Thiruvallur,Thiruvallur,2013,2024,False
Tamil Nadu:Thiruvarur,Tamil Nadu,Thiruvarur,Tamil Nadu:Thiruvarur,Thiruvarur,2013,2024,False
Tamil Nadu:Thoothukkudi,Tamil Nadu,Thoothukkudi,Tamil Nadu:Thoothukkudi,Thoothukkudi,2013,2024,False
Tamil Nadu:Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu:Tiruchirappalli,Tiruchirappalli,2013,2024,False
Tamil Nadu:Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu:Tenkasi,Tirunelveli,2013,2024,False
Tamil Nadu:Tirupathur,Tamil Nadu,Tirupathur,Tamil Nadu:Ranipet,Vellore,2019,2024,False
Tamil Nadu:Tiruppur,Tamil Nadu,Tiruppur,Tamil Nadu:Tiruppur,Tiruppur,2013,2024,False
Tamil Nadu:Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu:Tiruvannamalai,Tiruvannamalai,2013,2024,False
Tamil Nadu:Vellore,Tamil Nadu,Vellore,Tamil Nadu:Ranipet,Vellore,2013,2024,False
Tamil Nadu:Viluppuram,Tamil Nadu,Viluppuram,Tamil Nadu:Kallakurichi,Viluppuram,2013,2024,False
Tamil Nadu:Virudhunagar,Tamil Nadu,Virudhunagar,Tamil Nadu:Virudhunagar,Virudhunagar,2013,2024,False
Telangana:Adilabad,Telangana,Adilabad,Telangana:Adilabad,Adilabad,2013,2024,False
Telangana:Bhadradri Kothagudem,Telangana,Bhadradri Kothagudem,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Hanumakonda,Telangana,Hanumakonda,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Jagitial,Telangana,Jagitial,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Jangoan,Telangana,Jangoan,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Jayashankar Bhupalapally,Telangana,Jayashankar Bhupalapally,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Jogulamba Gadwal,Telangana,Jogulamba Gadwal,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2016,2024,False
Telangana:Kamareddy,Telangana,Kamareddy,Telangana:Kamareddy,Nizamabad,2016,2024,False
Telangana:Karimnagar,Telangana,Karimnagar,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2013,2024,False
Telangana:Khammam,Telangana,Khammam,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2013,2024,False
Telangana:Kumuram Bheem Asifabad,Telangana,Kumuram Bheem Asifabad,Telangana:Adilabad,Adilabad,2016,2024,False
Telangana:Mahabubabad,Telangana,Mahabubabad,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Mahabubnagar,Telangana,Mahabubnagar,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2013,2024,False
Telangana:Mancherial,Telangana,Mancherial,Telangana:Adilabad,Adilabad,2016,2024,False
Telangana:Medak,Telangana,Medak,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2013,2024,False
Telangana:Medchal Malkajgiri,Telangana,Medchal Malkajgiri,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2016,2024,False
Telangana:Mulugu,Telangana,Mulugu,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2018,2024,False
Telangana:Nagarkurnool,Telangana,Nagarkurnool,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2016,2024,False
Telangana:Nalgonda,Telangana,Nalgonda,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2013,2024,False
Telangana:Narayanpet,Telangana,Narayanpet,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2018,2024,False
Telangana:Nirmal,Telangana,Nirmal,Telangana:Adilabad,Adilabad,2016,2024,False
Telangana:Nizamabad,Telangana,Nizamabad,Telangana:Kamareddy,Nizamabad,2013,2024,False
Telangana:Peddapalli,Telangana,Peddapalli,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Rajanna Sircilla,Telangana,Rajanna Sircilla,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Ranga Reddy,Telangana,Ranga Reddy,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2013,2024,False
Telangana:Sangareddy,Telangana,Sangareddy,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Siddipet,Telangana,Siddipet,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Suryapet,Telangana,Suryapet,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
Telangana:Vikarabad,Telangana,Vikarabad,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2016,2024,False
Telangana:Wanaparthy,Telangana,Wanaparthy,Telangana:Jogulamba Gadwal,Mahabubnagar + Ranga Reddy,2016,2024,False
Telangana:Warangal,Telangana,Warangal,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2013,2024,False
Telangana:Yadadri Bhuvanagiri,Telangana,Yadadri Bhuvanagiri,Telangana:Bhadradri Kothagudem,Karimnagar + Khammam + Medak + Nalgonda + Warangal,2016,2024,False
The Dadra And Nagar Haveli And Daman And Diu:Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu:Dadra And Nagar Haveli,Dadra And Nagar Haveli,2013,2023,False
The Dadra And Nagar Haveli And Daman And Diu:Daman,The Dadra And Nagar Haveli And Daman And Diu,Daman,The Dadra And Nagar Haveli And Daman And Diu:Daman,Daman,2013,2023,False
The Dadra And Nagar Haveli And Daman And Diu:Diu,The Dadra And Nagar Haveli And Daman And Diu,Diu,The Dadra And Nagar Haveli And Daman And Diu:Diu,Diu,2013,2023,False
Tripura:Dhalai,Tripura,Dhalai,Tripura:Dhalai,Dhalai,2013,2024,False
Tripura:Gomati,Tripura,Gomati,Tripura:Gomati,Gomati,2013,2024,False
Tripura:Khowai,Tripura,Khowai,Tripura:Khowai,Khowai,2013,2024,False
Tripura:North Tripura,Tripura,North Tripura,Tripura:North Tripura,North Tripura,2013,2024,False
Tripura:Sepahijala,Tripura,Sepahijala,Tripura:Sepahijala,Sepahijala,2013,2024,False
Tripura:South Tripura,Tripura,South Tripura,Tripura:South Tripura,South Tripura,2013,2024,False
Tripura:Unakoti,Tripura,Unakoti,Tripura:Unakoti,Unakoti,2013,2024,False
Tripura:West Tripura,Tripura,West Tripura,Tripura:West Tripura,West Tripura,2013,2024,False
Uttarakhand:Almora,Uttarakhand,Almora,Uttarakhand:Almora,Almora,2013,2024,False
Uttarakhand:Bageshwar,Uttarakhand,Bageshwar,Uttarakhand:Bageshwar,Bageshwar,2013,2024,False
Uttarakhand:Chamoli,Uttarakhand,Chamoli,Uttarakhand:Chamoli,Chamoli,2013,2024,False
Uttarakhand:Champawat,Uttarakhand,Champawat,Uttarakhand:Champawat,Champawat,2013,2024,False
Uttarakhand:Dehradun,Uttarakhand,Dehradun,Uttarakhand:Dehradun,Dehradun,2013,2024,False
Uttarakhand:Haridwar,Uttarakhand,Haridwar,Uttarakhand:Haridwar,Haridwar,2013,2024,False
Uttarakhand:Nainital,Uttarakhand,Nainital,Uttarakhand:Nainital,Nainital,2013,2024,False
Uttarakhand:Pauri Garhwal,Uttarakhand,Pauri Garhwal,Uttarakhand:Pauri Garhwal,Pauri Garhwal,2013,2024,False
Uttarakhand:Pithoragarh,Uttarakhand,Pithoragarh,Uttarakhand:Pithoragarh,Pithoragarh,2013,2024,False
Uttarakhand:Rudraprayag,Uttarakhand,Rudraprayag,Uttarakhand:Rudraprayag,Rudraprayag,2013,2024,False
Uttarakhand:Tehri Garhwal,Uttarakhand,Tehri Garhwal,Uttarakhand:Tehri Garhwal,Tehri Garhwal,2013,2024,False
Uttarakhand:Udham Singh Nagar,Uttarakhand,Udham Singh Nagar,Uttarakhand:Udham Singh Nagar,Udham Singh Nagar,2013,2024,False
Uttarakhand:Uttarkashi,Uttarakhand,Uttarkashi,Uttarakhand:Uttarkashi,Uttarkashi,2013,2024,False
Uttar Pradesh:Agra,Uttar Pradesh,Agra,Uttar Pradesh:Agra,Agra,2013,2024,False
Uttar Pradesh:Aligarh,Uttar Pradesh,Aligarh,Uttar Pradesh:Aligarh,Aligarh,2013,2024,False
Uttar Pradesh:Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh:Ambedkar Nagar,Ambedkar Nagar,2013,2024,False
Uttar Pradesh:Amethi,Uttar Pradesh,Amethi,Uttar Pradesh:Amethi,Amethi,2013,2024,False
Uttar Pradesh:Amroha,Uttar Pradesh,Amroha,Uttar Pradesh:Amroha,Amroha,2013,2024,False
Uttar Pradesh:Auraiya,Uttar Pradesh,Auraiya,Uttar Pradesh:Auraiya,Auraiya,2013,2024,False
Uttar Pradesh:Ayodhya,Uttar Pradesh,Ayodhya,Uttar Pradesh:Ayodhya,Ayodhya,2013,2024,False
Uttar Pradesh:Azamgarh,Uttar Pradesh,Azamgarh,Uttar Pradesh:Azamgarh,Azamgarh,2013,2024,False
Uttar Pradesh:Baghpat,Uttar Pradesh,Baghpat,Uttar Pradesh:Baghpat,Baghpat,2013,2024,False
Uttar Pradesh:Bahraich,Uttar Pradesh,Bahraich,Uttar Pradesh:Bahraich,Bahraich,2013,2024,False
Uttar Pradesh:Ballia,Uttar Pradesh,Ballia,Uttar Pradesh:Ballia,Ballia,2013,2024,False
Uttar Pradesh:Balrampur,Uttar Pradesh,Balrampur,Uttar Pradesh:Balrampur,Balrampur,2013,2024,False
Uttar Pradesh:Banda,Uttar Pradesh,Banda,Uttar Pradesh:Banda,Banda,2013,2024,False
Uttar Pradesh:Bara Banki,Uttar Pradesh,Bara Banki,Uttar Pradesh:Bara Banki,Bara Banki,2013,2024,False
Uttar Pradesh:Bareilly,Uttar Pradesh,Bareilly,Uttar Pradesh:Bareilly,Bareilly,2013,2024,False
Uttar Pradesh:Basti,Uttar Pradesh,Basti,Uttar Pradesh:Basti,Basti,2013,2024,False
Uttar Pradesh:Bhadohi,Uttar Pradesh,Bhadohi,Uttar Pradesh:Bhadohi,Bhadohi,2013,2024,False
Uttar Pradesh:Bijnor,Uttar Pradesh,Bijnor,Uttar Pradesh:Bijnor,Bijnor,2013,2024,False
Uttar Pradesh:Budaun,Uttar Pradesh,Budaun,Uttar Pradesh:Budaun,Budaun,2013,2024,False
Uttar Pradesh:Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh:Bulandshahr,Bulandshahr,2013,2024,False
Uttar Pradesh:Chandauli,Uttar Pradesh,Chandauli,Uttar Pradesh:Chandauli,Chandauli,2013,2024,False
Uttar Pradesh:Chitrakoot,Uttar Pradesh,Chitrakoot,Uttar Pradesh:Chitrakoot,Chitrakoot,2013,2024,False
Uttar Pradesh:Deoria,Uttar Pradesh,Deoria,Uttar Pradesh:Deoria,Deoria,2013,2024,False
Uttar Pradesh:Etah,Uttar Pradesh,Etah,Uttar Pradesh:Etah,Etah,2013,2024,False
Uttar Pradesh:Etawah,Uttar Pradesh,Etawah,Uttar Pradesh:Etawah,Etawah,2013,2024,False
Uttar Pradesh:Farrukhabad,Uttar Pradesh,Farrukhabad,Uttar Pradesh:Farrukhabad,Farrukhabad,2013,2024,False
Uttar Pradesh:Fatehpur,Uttar Pradesh,Fatehpur,Uttar Pradesh:Fatehpur,Fatehpur,2013,2024,False
Uttar Pradesh:Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh:Firozabad,Firozabad,2013,2024,False
Uttar Pradesh:Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh:Gautam Buddha Nagar,Gautam Buddha Nagar,2013,2024,False
Uttar Pradesh:Ghaziabad,Uttar Pradesh,Ghaziabad,Uttar Pradesh:Ghaziabad,Ghaziabad,2013,2024,False
Uttar Pradesh:Ghazipur,Uttar Pradesh,Ghazipur,Uttar Pradesh:Ghazipur,Ghazipur,2013,2024,False
Uttar Pradesh:Gonda,Uttar Pradesh,Gonda,Uttar Pradesh:Gonda,Gonda,2013,2024,False
Uttar Pradesh:Gorakhpur,Uttar Pradesh,Gorakhpur,Uttar Pradesh:Gorakhpur,Gorakhpur,2013,2024,False
Uttar Pradesh:Hamirpur,Uttar Pradesh,Hamirpur,Uttar Pradesh:Hamirpur,Hamirpur,2013,2024,False
Uttar Pradesh:Hapur,Uttar Pradesh,Hapur,Uttar Pradesh:Hapur,Hapur,2013,2024,False
Uttar Pradesh:Hardoi,Uttar Pradesh,Hardoi,Uttar Pradesh:Hardoi,Hardoi,2013,2024,False
Uttar Pradesh:Hathras,Uttar Pradesh,Hathras,Uttar Pradesh:Hathras,Hathras,2013,2024,False
Uttar Pradesh:Jalaun,Uttar Pradesh,Jalaun,Uttar Pradesh:Jalaun,Jalaun,2013,2024,False
Uttar Pradesh:Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh:Jaunpur,Jaunpur,2013,2024,False
Uttar Pradesh:Jhansi,Uttar Pradesh,Jhansi,Uttar Pradesh:Jhansi,Jhansi,2013,2024,False
Uttar Pradesh:Kannauj,Uttar Pradesh,Kannauj,Uttar Pradesh:Kannauj,Kannauj,2013,2024,False
Uttar Pradesh:Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,Uttar Pradesh:Kanpur Dehat,Kanpur Dehat,2013,2024,False
Uttar Pradesh:Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,Uttar Pradesh:Kanpur Nagar,Kanpur Nagar,2013,2024,False
Uttar Pradesh:Kasganj,Uttar Pradesh,Kasganj,Uttar Pradesh:Kasganj,Kasganj,2013,2024,False
Uttar Pradesh:Kaushambi,Uttar Pradesh,Kaushambi,Uttar Pradesh:Kaushambi,Kaushambi,2013,2024,False
Uttar Pradesh:Kheri,Uttar Pradesh,Kheri,Uttar Pradesh:Kheri,Kheri,2013,2024,False
Uttar Pradesh:Kushinagar,Uttar Pradesh,Kushinagar,Uttar Pradesh:Kushinagar,Kushinagar,2013,2024,False
Uttar Pradesh:Lalitpur,Uttar Pradesh,Lalitpur,Uttar Pradesh:Lalitpur,Lalitpur,2013,2024,False
Uttar Pradesh:Lucknow,Uttar Pradesh,Lucknow,Uttar Pradesh:Lucknow,Lucknow,2013,2024,False
Uttar Pradesh:Mahoba,Uttar Pradesh,Mahoba,Uttar Pradesh:Mahoba,Mahoba,2013,2024,False
Uttar Pradesh:Mahrajganj,Uttar Pradesh,Mahrajganj,Uttar Pradesh:Mahrajganj,Mahrajganj,2013,2024,False
Uttar Pradesh:Mainpuri,Uttar Pradesh,Mainpuri,Uttar Pradesh:Mainpuri,Mainpuri,2013,2024,False
Uttar Pradesh:Mathura,Uttar Pradesh,Mathura,Uttar Pradesh:Mathura,Mathura,2013,2024,False
Uttar Pradesh:Mau,Uttar Pradesh,Mau,Uttar Pradesh:Mau,Mau,2013,2024,False
